investor_id,sip_count,first_sip,last_sip,avg_gap_days,at_risk
INV001033,1,2025-04-07,2025-04-07,0.0,False
INV001034,3,2024-03-04,2024-09-20,66.66666666666667,True
INV001035,1,2024-02-29,2024-02-29,0.0,False
INV001036,4,2024-01-07,2025-05-13,123.0,True
INV001037,10,2024-02-26,2025-03-10,37.8,True
INV001038,2,2024-11-08,2025-03-01,56.5,True
INV001039,6,2024-04-10,2025-03-07,55.166666666666664,True
INV001040,2,2024-11-23,2025-04-04,66.0,True
INV001041,7,2024-01-01,2025-05-13,71.14285714285714,True
INV001042,3,2024-06-05,2025-01-26,78.33333333333333,True
INV001043,5,2024-01-06,2025-05-17,99.4,True
INV001044,2,2024-07-19,2024-11-13,58.5,True
INV001045,5,2024-07-15,2025-04-20,55.8,True
INV001046,2,2024-12-06,2025-01-11,18.0,False
INV001047,7,2024-04-24,2025-05-26,56.714285714285715,True
INV001048,8,2024-03-19,2025-02-11,41.125,True
INV001049,4,2024-02-05,2025-03-19,102.0,True
INV001050,4,2024-04-20,2025-05-16,97.75,True
INV001051,8,2024-04-02,2025-04-16,47.375,True
INV001052,2,2024-02-04,2024-11-15,142.5,True
INV001053,8,2024-02-18,2025-03-15,48.875,True
INV001054,2,2024-05-19,2024-11-18,91.5,True
INV001055,6,2024-01-14,2025-04-24,77.66666666666667,True
INV001056,1,2025-05-17,2025-05-17,0.0,False
INV001057,2,2024-04-28,2024-12-12,114.0,True
INV001058,4,2024-10-04,2025-04-06,46.0,True
INV001059,3,2024-01-27,2025-03-16,138.0,True
INV001060,9,2024-01-19,2025-03-21,47.44444444444444,True
INV001061,9,2024-02-19,2025-04-03,45.44444444444444,True
INV001062,3,2024-04-23,2024-11-12,67.66666666666667,True
INV001063,8,2024-02-17,2024-12-16,37.875,True
INV001064,9,2024-01-09,2025-04-29,52.888888888888886,True
INV001065,4,2024-02-26,2025-02-08,87.0,True
INV001066,2,2024-04-28,2024-05-30,16.0,False
INV001067,3,2024-03-29,2025-04-08,125.0,True
INV001068,4,2024-07-25,2025-05-29,77.0,True
INV001069,8,2024-06-02,2025-03-18,36.125,True
INV001070,6,2024-01-05,2025-05-04,80.83333333333333,True
INV001071,2,2025-03-31,2025-04-23,11.5,False
INV001072,2,2025-01-12,2025-05-20,64.0,True
INV001073,3,2024-03-10,2024-03-24,4.666666666666667,False
INV001074,5,2024-07-16,2025-04-17,55.0,True
INV001075,5,2024-05-15,2025-03-17,61.2,True
INV001076,2,2024-07-04,2025-04-28,149.0,True
INV001077,3,2024-03-24,2024-11-04,75.0,True
INV001079,5,2024-02-23,2025-05-14,89.2,True
INV001080,4,2024-09-23,2025-01-12,27.75,False
INV001081,2,2024-01-30,2025-02-28,197.5,True
INV001082,4,2024-02-17,2025-01-23,85.25,True
INV001083,4,2024-10-08,2025-05-06,52.5,True
INV001084,1,2025-05-08,2025-05-08,0.0,False
INV001085,2,2024-02-18,2024-07-22,77.5,True
INV001086,2,2024-06-27,2024-10-17,56.0,True
INV001087,5,2024-02-04,2025-02-19,76.2,True
INV001088,4,2024-02-17,2024-09-21,54.25,True
INV001089,1,2024-12-21,2024-12-21,0.0,False
INV001090,1,2024-06-17,2024-06-17,0.0,False
INV001091,4,2024-07-08,2025-05-09,76.25,True
INV001092,7,2024-02-04,2025-05-13,66.28571428571429,True
INV001093,4,2024-11-25,2025-05-01,39.25,True
INV001094,2,2025-01-01,2025-05-26,72.5,True
INV001095,2,2024-06-20,2025-02-19,122.0,True
INV001096,5,2024-01-31,2024-10-30,54.6,True
INV001099,8,2024-07-28,2025-01-27,22.875,False
INV001100,1,2024-07-11,2024-07-11,0.0,False
INV001101,4,2024-01-31,2025-04-02,106.75,True
INV001102,7,2024-02-06,2025-01-03,47.42857142857143,True
INV001103,4,2024-05-26,2025-04-24,83.25,True
INV001104,1,2025-02-09,2025-02-09,0.0,False
INV001105,1,2025-02-19,2025-02-19,0.0,False
INV001106,3,2024-01-11,2025-04-30,158.33333333333334,True
INV001107,3,2024-07-13,2024-10-13,30.666666666666668,False
INV001108,3,2024-04-15,2025-01-28,96.0,True
INV001109,3,2024-01-08,2024-06-30,58.0,True
INV001110,2,2024-06-20,2024-11-14,73.5,True
INV001111,3,2024-10-14,2025-05-05,67.66666666666667,True
INV001112,5,2024-07-22,2025-02-07,40.0,True
INV001113,4,2024-09-23,2025-02-10,35.0,False
INV001114,2,2024-02-07,2025-03-19,203.0,True
INV001115,6,2024-03-07,2025-04-18,67.83333333333333,True
INV001116,9,2024-02-17,2025-05-27,51.666666666666664,True
INV001117,8,2024-02-23,2025-04-30,54.0,True
INV001118,4,2024-01-22,2025-01-29,93.25,True
INV001119,2,2024-06-07,2025-04-30,163.5,True
INV001120,2,2024-05-31,2024-08-11,36.0,True
INV001121,3,2024-06-03,2025-02-27,89.66666666666667,True
INV001122,2,2024-01-08,2024-11-12,154.5,True
INV001123,5,2024-03-24,2025-05-26,85.6,True
INV001124,3,2024-06-13,2024-12-08,59.333333333333336,True
INV001126,2,2024-07-15,2024-08-07,11.5,False
INV001127,2,2024-02-06,2024-08-13,94.5,True
INV001128,3,2024-06-09,2024-10-31,48.0,True
INV001129,1,2025-03-31,2025-03-31,0.0,False
INV001130,7,2024-02-08,2025-05-14,65.85714285714286,True
INV001131,4,2024-01-21,2025-05-05,117.5,True
INV001132,1,2025-04-13,2025-04-13,0.0,False
INV001133,4,2024-05-23,2024-12-17,52.0,True
INV001134,1,2025-05-14,2025-05-14,0.0,False
INV001136,2,2024-09-28,2024-11-25,29.0,False
INV001137,7,2024-02-29,2025-02-05,48.857142857142854,True
INV001138,4,2024-04-04,2025-05-13,101.0,True
INV001139,2,2024-06-26,2025-05-17,162.5,True
INV001140,6,2024-04-29,2025-02-25,50.333333333333336,True
INV001141,6,2024-01-27,2025-05-29,81.33333333333333,True
INV001142,7,2024-04-27,2025-01-09,36.714285714285715,True
INV001143,3,2024-01-24,2024-07-12,56.666666666666664,True
INV001144,3,2024-06-29,2025-03-07,83.66666666666667,True
INV001145,3,2025-03-08,2025-04-23,15.333333333333334,False
INV001146,1,2024-12-15,2024-12-15,0.0,False
INV001148,3,2024-06-20,2024-12-07,56.666666666666664,True
INV001149,3,2024-07-28,2025-05-17,97.66666666666667,True
INV001150,3,2024-02-12,2024-11-01,87.66666666666667,True
INV001151,3,2024-02-10,2025-03-27,137.0,True
INV001152,4,2024-05-13,2025-01-01,58.25,True
INV001153,1,2024-02-14,2024-02-14,0.0,False
INV001154,4,2024-01-19,2025-05-30,124.25,True
INV001155,3,2024-04-09,2024-10-05,59.666666666666664,True
INV001156,6,2024-01-02,2025-05-28,85.33333333333333,True
INV001157,5,2024-04-07,2025-02-06,61.0,True
INV001158,3,2024-02-26,2025-05-19,149.33333333333334,True
INV001159,1,2024-04-18,2024-04-18,0.0,False
INV001160,8,2024-04-02,2025-05-10,50.375,True
INV001161,6,2024-01-23,2025-03-01,67.16666666666667,True
INV001163,7,2024-01-30,2025-03-09,57.714285714285715,True
INV001164,2,2024-08-20,2025-03-10,101.0,True
INV001165,5,2024-10-16,2025-05-26,44.4,True
INV001166,5,2024-02-17,2025-04-24,86.4,True
INV001167,6,2024-01-03,2025-04-28,80.16666666666667,True
INV001168,5,2024-02-09,2025-01-07,66.6,True
INV001169,3,2024-01-19,2025-04-15,150.66666666666666,True
INV001170,6,2024-03-03,2025-02-07,56.833333333333336,True
INV001171,4,2024-03-17,2024-12-18,69.0,True
INV001172,2,2025-01-18,2025-05-05,53.5,True
INV001173,6,2024-05-28,2025-04-28,55.833333333333336,True
INV001174,3,2024-01-02,2025-03-19,147.33333333333334,True
INV001175,5,2024-01-20,2024-12-04,63.8,True
INV001176,2,2025-02-22,2025-05-14,40.5,True
INV001177,1,2024-08-01,2024-08-01,0.0,False
INV001178,7,2024-01-31,2025-05-23,68.28571428571429,True
INV001179,1,2024-04-20,2024-04-20,0.0,False
INV001180,6,2024-03-30,2025-04-06,62.0,True
INV001181,8,2024-02-12,2025-05-29,59.0,True
INV001182,2,2024-04-03,2024-04-13,5.0,False
INV001183,5,2024-03-27,2024-12-01,49.8,True
INV001184,1,2025-04-22,2025-04-22,0.0,False
INV001185,5,2024-07-04,2025-05-19,63.8,True
INV001186,5,2024-05-06,2025-03-14,62.4,True
INV001187,1,2024-10-29,2024-10-29,0.0,False
INV001188,1,2024-01-27,2024-01-27,0.0,False
INV001189,3,2024-01-19,2024-05-18,40.0,True
INV001190,6,2024-01-04,2025-05-03,80.83333333333333,True
INV001191,2,2024-01-26,2024-03-14,24.0,False
INV001192,4,2024-09-19,2025-05-10,58.25,True
INV001193,4,2024-10-07,2025-03-19,40.75,True
INV001194,3,2024-06-16,2024-12-02,56.333333333333336,True
INV001195,8,2024-03-16,2025-03-25,46.75,True
INV001196,6,2024-02-20,2025-05-26,76.83333333333333,True
INV001197,3,2024-05-29,2025-01-26,80.66666666666667,True
INV001198,5,2024-02-11,2025-05-14,91.6,True
INV001199,2,2024-01-30,2024-06-21,71.5,True
INV001200,2,2024-05-09,2025-04-28,177.0,True
INV001201,1,2024-08-08,2024-08-08,0.0,False
INV001202,8,2024-04-09,2025-05-20,50.75,True
INV001203,2,2024-07-03,2025-02-13,112.5,True
INV001204,3,2024-02-18,2024-12-31,105.66666666666667,True
INV001205,1,2024-03-20,2024-03-20,0.0,False
INV001206,6,2024-04-05,2025-05-28,69.66666666666667,True
INV001207,5,2024-02-08,2024-10-26,52.2,True
INV001208,7,2024-03-13,2025-01-18,44.42857142857143,True
INV001209,3,2024-04-23,2024-07-22,30.0,False
INV001210,9,2024-03-04,2024-12-24,32.77777777777778,False
INV001211,1,2025-04-20,2025-04-20,0.0,False
INV001212,5,2024-04-26,2025-03-08,63.2,True
INV001213,3,2024-04-22,2025-05-29,134.0,True
INV001214,1,2025-04-22,2025-04-22,0.0,False
INV001215,4,2024-02-04,2025-05-29,120.0,True
INV001216,2,2024-05-02,2025-04-29,181.0,True
INV001217,8,2024-02-29,2025-04-25,52.625,True
INV001218,5,2024-04-09,2025-05-06,78.4,True
INV001219,8,2024-03-04,2025-02-23,44.5,True
INV001220,7,2024-01-08,2025-04-15,66.14285714285714,True
INV001221,5,2024-02-02,2025-04-29,90.4,True
INV001222,5,2024-03-01,2025-02-07,68.6,True
INV001223,7,2024-01-27,2025-03-27,60.714285714285715,True
INV001224,4,2024-11-23,2025-03-23,30.0,False
INV001225,3,2024-03-07,2025-01-29,109.33333333333333,True
INV001226,1,2025-01-30,2025-01-30,0.0,False
INV001227,4,2024-08-30,2025-03-17,49.75,True
INV001228,5,2024-02-20,2025-03-08,76.4,True
INV001229,2,2024-04-19,2024-07-31,51.5,True
INV001230,4,2024-02-29,2024-07-11,33.25,False
INV001231,1,2024-12-13,2024-12-13,0.0,False
INV001232,4,2024-01-13,2025-03-27,109.75,True
INV001233,3,2024-05-28,2024-12-10,65.33333333333333,True
INV001234,8,2024-01-27,2025-03-26,53.0,True
INV001235,9,2024-02-03,2025-05-20,52.44444444444444,True
INV001236,4,2024-02-02,2025-04-17,110.0,True
INV001237,6,2024-01-18,2025-05-22,81.66666666666667,True
INV001238,7,2024-03-27,2025-05-12,58.714285714285715,True
INV001239,1,2025-03-21,2025-03-21,0.0,False
INV001240,1,2024-12-22,2024-12-22,0.0,False
INV001241,4,2024-12-25,2025-04-28,31.0,False
INV001242,6,2024-01-19,2025-01-02,58.166666666666664,True
INV001243,1,2024-07-12,2024-07-12,0.0,False
INV001244,5,2024-09-06,2025-02-24,34.2,False
INV001245,1,2024-03-06,2024-03-06,0.0,False
INV001246,2,2024-01-14,2024-07-16,92.0,True
INV001247,5,2024-07-07,2025-03-08,48.8,True
INV001248,1,2024-08-07,2024-08-07,0.0,False
INV001249,4,2024-05-27,2025-05-20,89.5,True
INV001250,2,2024-03-30,2025-03-18,176.5,True
INV001251,6,2024-02-11,2025-03-27,68.33333333333333,True
INV001254,2,2024-05-25,2024-09-26,62.0,True
INV001255,4,2024-04-27,2025-04-16,88.5,True
INV001256,3,2024-03-11,2025-04-06,130.33333333333334,True
INV001257,5,2024-02-13,2025-04-21,86.6,True
INV001258,2,2024-07-31,2024-09-27,29.0,False
INV001259,5,2024-01-30,2025-05-05,92.2,True
INV001260,5,2024-04-10,2025-04-03,71.6,True
INV001261,5,2024-05-28,2025-01-27,48.8,True
INV001262,7,2024-07-06,2025-04-01,38.42857142857143,True
INV001263,2,2024-07-02,2024-11-18,69.5,True
INV001264,5,2024-02-06,2024-12-16,62.8,True
INV001265,5,2024-04-15,2025-02-28,63.8,True
INV001266,1,2025-04-28,2025-04-28,0.0,False
INV001267,2,2024-06-30,2025-04-19,146.5,True
INV001269,5,2024-05-02,2025-05-27,78.0,True
INV001270,1,2024-05-24,2024-05-24,0.0,False
INV001271,4,2024-06-10,2025-04-28,80.5,True
INV001273,4,2024-02-17,2025-05-02,110.0,True
INV001274,7,2024-03-06,2025-05-20,62.857142857142854,True
INV001275,7,2024-02-11,2025-03-17,57.142857142857146,True
INV001276,3,2024-04-19,2025-03-01,105.33333333333333,True
INV001277,2,2024-02-22,2025-04-17,210.0,True
INV001279,4,2024-02-02,2025-05-28,120.25,True
INV001280,2,2024-03-07,2024-03-15,4.0,False
INV001281,4,2024-02-04,2025-04-23,111.0,True
INV001282,6,2024-06-18,2025-05-19,55.833333333333336,True
INV001284,5,2024-06-26,2025-04-16,58.8,True
INV001285,1,2024-05-26,2024-05-26,0.0,False
INV001286,3,2025-03-09,2025-04-18,13.333333333333334,False
INV001287,6,2024-01-09,2025-04-14,76.83333333333333,True
INV001288,7,2024-04-08,2025-01-07,39.142857142857146,True
INV001289,3,2024-03-26,2025-03-03,114.0,True
INV001290,2,2024-03-07,2024-12-26,147.0,True
INV001291,6,2024-03-27,2025-04-12,63.5,True
INV001292,2,2024-06-26,2024-10-20,58.0,True
INV001294,1,2024-07-04,2024-07-04,0.0,False
INV001295,9,2024-01-05,2025-02-14,45.111111111111114,True
INV001296,1,2025-05-21,2025-05-21,0.0,False
INV001297,2,2024-05-26,2025-01-28,123.5,True
INV001298,7,2024-03-14,2025-05-19,61.57142857142857,True
INV001299,9,2024-02-26,2025-04-11,45.55555555555556,True
INV001300,3,2024-01-17,2024-07-31,65.33333333333333,True
INV001301,1,2025-01-21,2025-01-21,0.0,False
INV001302,1,2024-11-09,2024-11-09,0.0,False
INV001304,6,2024-01-06,2025-05-08,81.33333333333333,True
INV001305,2,2024-07-23,2024-09-03,21.0,False
INV001306,2,2024-08-25,2024-11-25,46.0,True
INV001307,2,2024-05-24,2025-03-24,152.0,True
INV001308,9,2024-01-29,2025-04-10,48.55555555555556,True
INV001309,1,2024-12-11,2024-12-11,0.0,False
INV001310,6,2024-02-03,2025-03-15,67.66666666666667,True
INV001311,4,2024-01-07,2025-04-05,113.5,True
INV001312,4,2024-02-27,2024-10-12,57.0,True
INV001313,1,2024-01-19,2024-01-19,0.0,False
INV001314,10,2024-02-03,2025-05-02,45.4,True
INV001315,7,2024-02-09,2024-12-16,44.42857142857143,True
INV001316,6,2024-02-05,2025-05-12,77.0,True
INV001317,6,2024-01-24,2025-03-23,70.66666666666667,True
INV001318,10,2024-01-27,2025-03-18,41.6,True
INV001319,4,2024-10-06,2025-02-19,34.0,False
INV001320,5,2024-03-15,2024-11-16,49.2,True
INV001321,5,2024-02-26,2025-01-17,65.2,True
INV001322,3,2024-01-15,2024-10-31,96.66666666666667,True
INV001323,1,2025-04-12,2025-04-12,0.0,False
INV001324,1,2025-03-24,2025-03-24,0.0,False
INV001325,4,2024-01-18,2025-05-27,123.75,True
INV001326,8,2024-01-29,2025-05-29,60.75,True
INV001327,1,2024-01-07,2024-01-07,0.0,False
INV001328,2,2024-07-28,2024-10-07,35.5,True
INV001329,6,2024-03-22,2025-02-26,56.833333333333336,True
INV001330,3,2024-06-26,2025-01-26,71.33333333333333,True
INV001331,6,2024-01-04,2025-04-19,78.5,True
INV001332,7,2024-02-03,2025-05-28,68.57142857142857,True
INV001333,7,2024-01-08,2025-04-24,67.42857142857143,True
INV001334,5,2024-02-24,2025-04-03,80.8,True
INV001335,1,2024-05-24,2024-05-24,0.0,False
INV001336,8,2024-02-10,2025-05-16,57.625,True
INV001337,4,2024-03-06,2024-11-05,61.0,True
INV001338,1,2024-10-19,2024-10-19,0.0,False
INV001339,1,2025-04-04,2025-04-04,0.0,False
INV001340,1,2025-03-28,2025-03-28,0.0,False
INV001341,3,2024-05-04,2025-03-10,103.33333333333333,True
INV001342,5,2024-03-04,2025-05-05,85.4,True
INV001343,4,2024-02-28,2024-12-04,70.0,True
INV001344,1,2024-03-12,2024-03-12,0.0,False
INV001345,4,2024-05-24,2025-05-10,87.75,True
INV001346,5,2024-01-29,2024-10-09,50.8,True
INV001347,2,2024-05-08,2025-01-28,132.5,True
INV001348,7,2024-03-07,2024-12-19,41.0,True
INV001349,1,2024-06-22,2024-06-22,0.0,False
INV001350,2,2024-03-30,2025-05-15,205.5,True
INV001351,7,2024-01-26,2025-03-24,60.42857142857143,True
INV001352,4,2024-03-11,2024-05-20,17.5,False
INV001353,5,2024-06-10,2025-03-29,58.4,True
INV001354,4,2024-02-21,2025-03-21,98.5,True
INV001355,6,2024-06-03,2025-03-31,50.166666666666664,True
INV001356,6,2024-03-05,2025-04-05,66.0,True
INV001357,4,2024-07-06,2024-12-13,40.0,True
INV001358,1,2024-02-15,2024-02-15,0.0,False
INV001359,7,2024-03-10,2025-05-19,62.142857142857146,True
INV001360,1,2024-09-15,2024-09-15,0.0,False
INV001361,7,2024-01-28,2024-11-26,43.285714285714285,True
INV001362,3,2024-06-06,2024-08-04,19.666666666666668,False
INV001363,5,2024-01-07,2024-11-06,60.8,True
INV001365,3,2024-04-28,2024-08-07,33.666666666666664,False
INV001366,5,2024-05-04,2025-04-22,70.6,True
INV001367,6,2024-01-03,2025-05-12,82.5,True
INV001368,1,2024-04-27,2024-04-27,0.0,False
INV001369,4,2024-06-26,2025-05-10,79.5,True
INV001370,5,2024-01-23,2025-03-09,82.2,True
INV001371,1,2025-03-31,2025-03-31,0.0,False
INV001372,3,2024-02-28,2025-02-23,120.33333333333333,True
INV001373,2,2024-07-25,2024-12-26,77.0,True
INV001374,2,2025-02-08,2025-03-13,16.5,False
INV001375,7,2024-02-04,2025-05-20,67.28571428571429,True
INV001376,7,2024-01-15,2025-05-01,67.42857142857143,True
INV001377,4,2024-02-06,2024-06-19,33.5,False
INV001378,1,2024-07-02,2024-07-02,0.0,False
INV001379,4,2024-04-05,2024-09-02,37.5,True
INV001380,1,2024-12-14,2024-12-14,0.0,False
INV001382,3,2024-05-11,2025-03-10,101.0,True
INV001383,8,2024-02-26,2025-03-25,49.125,True
INV001384,4,2024-02-28,2025-02-09,86.75,True
INV001385,3,2024-01-08,2025-04-25,157.66666666666666,True
INV001386,2,2024-01-31,2024-08-19,100.5,True
INV001387,9,2024-02-01,2025-05-04,50.888888888888886,True
INV001388,2,2024-05-04,2025-01-21,131.0,True
INV001389,1,2024-08-12,2024-08-12,0.0,False
INV001390,3,2024-02-02,2025-03-18,136.66666666666666,True
INV001391,4,2024-07-26,2025-04-14,65.5,True
INV001392,4,2024-12-11,2025-05-11,37.75,True
INV001393,2,2024-09-15,2025-04-11,104.0,True
INV001394,8,2024-02-06,2025-04-26,55.625,True
INV001395,4,2024-04-01,2025-04-28,98.0,True
INV001396,2,2024-09-19,2025-01-19,61.0,True
INV001397,5,2024-01-26,2025-05-09,93.8,True
INV001398,4,2024-01-10,2025-03-17,108.0,True
INV001399,4,2024-03-12,2024-10-12,53.5,True
INV001400,6,2024-01-01,2025-01-19,64.0,True
INV001401,6,2024-04-15,2025-03-24,57.166666666666664,True
INV001402,4,2024-03-28,2025-05-26,106.0,True
INV001403,1,2025-04-28,2025-04-28,0.0,False
INV001404,2,2024-05-14,2024-12-01,100.5,True
INV001405,4,2024-04-14,2025-05-10,97.75,True
INV001406,10,2024-03-12,2025-05-15,42.9,True
INV001407,6,2024-01-08,2024-08-21,37.666666666666664,True
INV001408,2,2024-07-09,2024-08-24,23.0,False
INV001409,5,2024-10-15,2025-04-27,38.8,True
INV001410,4,2024-02-11,2025-03-11,98.5,True
INV001411,5,2024-01-03,2025-04-03,91.2,True
INV001412,2,2024-08-04,2024-12-23,70.5,True
INV001413,5,2024-05-26,2025-04-11,64.0,True
INV001414,1,2024-02-27,2024-02-27,0.0,False
INV001415,8,2024-01-17,2025-05-08,59.625,True
INV001416,2,2024-04-02,2025-01-30,151.5,True
INV001417,1,2024-04-30,2024-04-30,0.0,False
INV001418,6,2024-01-31,2025-04-18,73.83333333333333,True
INV001419,6,2024-01-11,2025-03-15,71.5,True
INV001420,2,2024-05-19,2025-02-15,136.0,True
INV001421,5,2024-03-12,2025-05-21,87.0,True
INV001422,4,2024-01-22,2024-04-30,24.75,False
INV001423,8,2024-02-03,2025-01-08,42.5,True
INV001424,4,2024-01-18,2025-04-27,116.25,True
INV001425,2,2024-01-23,2025-04-12,222.5,True
INV001426,1,2024-07-24,2024-07-24,0.0,False
INV001427,1,2025-03-02,2025-03-02,0.0,False
INV001428,6,2024-04-17,2025-05-19,66.16666666666667,True
INV001429,1,2024-09-17,2024-09-17,0.0,False
INV001430,1,2024-05-22,2024-05-22,0.0,False
INV001431,3,2024-08-12,2024-11-19,33.0,False
INV001432,6,2024-02-14,2025-02-05,59.5,True
INV001433,3,2024-12-31,2025-05-23,47.666666666666664,True
INV001434,6,2024-04-09,2025-05-17,67.16666666666667,True
INV001435,2,2024-10-02,2024-11-07,18.0,False
INV001436,2,2025-01-20,2025-02-26,18.5,False
INV001437,1,2024-10-16,2024-10-16,0.0,False
INV001438,1,2024-12-03,2024-12-03,0.0,False
INV001439,3,2024-04-29,2025-04-02,112.66666666666667,True
INV001440,2,2024-02-04,2024-09-17,113.0,True
INV001441,2,2024-01-30,2024-03-30,30.0,False
INV001442,9,2024-02-21,2025-05-23,50.77777777777778,True
INV001443,3,2024-08-05,2025-03-01,69.33333333333333,True
INV001444,3,2024-08-29,2024-12-15,36.0,True
INV001445,4,2024-10-06,2025-04-23,49.75,True
INV001446,2,2024-08-16,2025-01-02,69.5,True
INV001447,3,2024-02-22,2025-01-18,110.33333333333333,True
INV001448,2,2024-10-03,2025-01-07,48.0,True
INV001449,4,2024-02-16,2024-08-29,48.75,True
INV001450,3,2024-07-03,2024-11-22,47.333333333333336,True
INV001451,1,2024-11-16,2024-11-16,0.0,False
INV001452,3,2024-05-05,2024-07-25,27.0,False
INV001453,3,2024-05-10,2025-03-02,98.66666666666667,True
INV001454,7,2024-01-03,2025-03-16,62.57142857142857,True
INV001455,8,2024-01-10,2025-04-07,56.625,True
INV001456,5,2024-03-04,2025-04-27,83.8,True
INV001457,6,2024-01-21,2024-08-27,36.5,True
INV001458,7,2024-02-01,2025-01-25,51.285714285714285,True
INV001459,1,2024-05-25,2024-05-25,0.0,False
INV001460,4,2024-08-27,2025-04-15,57.75,True
INV001461,2,2024-02-08,2024-03-22,21.5,False
INV001462,5,2024-02-19,2025-01-04,64.0,True
INV001463,2,2024-01-17,2024-03-28,35.5,True
INV001464,1,2025-05-20,2025-05-20,0.0,False
INV001465,3,2024-03-20,2025-01-05,97.0,True
INV001466,6,2024-02-25,2024-10-05,37.166666666666664,True
INV001467,5,2024-01-11,2025-01-22,75.4,True
INV001468,2,2024-01-21,2024-01-27,3.0,False
INV001469,1,2025-02-17,2025-02-17,0.0,False
INV001470,3,2024-02-15,2025-04-24,144.66666666666666,True
INV001472,6,2024-01-10,2025-02-08,65.83333333333333,True
INV001473,3,2024-01-23,2025-05-02,155.0,True
INV001474,1,2025-02-11,2025-02-11,0.0,False
INV001475,3,2024-09-14,2025-03-30,65.66666666666667,True
INV001476,4,2024-01-07,2025-02-14,101.0,True
INV001477,1,2024-12-10,2024-12-10,0.0,False
INV001478,4,2024-01-26,2025-05-18,119.5,True
INV001479,2,2024-09-20,2025-04-12,102.0,True
INV001480,4,2024-01-09,2024-10-22,71.75,True
INV001481,5,2024-02-07,2024-12-02,59.8,True
INV001482,6,2024-04-10,2025-05-18,67.16666666666667,True
INV001483,5,2024-02-29,2025-03-18,76.6,True
INV001484,2,2024-04-12,2024-04-30,9.0,False
INV001485,9,2024-02-05,2025-04-20,48.888888888888886,True
INV001486,1,2025-02-18,2025-02-18,0.0,False
INV001487,3,2024-07-12,2025-01-10,60.666666666666664,True
INV001488,3,2024-06-21,2025-05-03,105.33333333333333,True
INV001489,4,2024-01-26,2025-01-02,85.5,True
INV001491,6,2024-01-07,2025-05-15,82.33333333333333,True
INV001492,3,2024-01-06,2024-11-10,103.0,True
INV001494,3,2024-01-17,2025-04-04,147.66666666666666,True
INV001495,2,2025-03-03,2025-03-19,8.0,False
INV001496,5,2024-01-26,2025-02-07,75.6,True
INV001497,9,2024-01-01,2025-05-19,56.0,True
INV001498,1,2024-06-28,2024-06-28,0.0,False
INV001499,3,2024-01-10,2024-09-11,81.66666666666667,True
INV001500,3,2024-03-05,2024-10-06,71.66666666666667,True
INV001501,3,2024-02-04,2024-11-09,93.0,True
INV001502,1,2025-02-13,2025-02-13,0.0,False
INV001503,4,2024-08-22,2025-04-03,56.0,True
INV001504,9,2024-03-21,2025-05-29,48.22222222222222,True
INV001505,2,2024-03-11,2025-01-01,148.0,True
INV001506,3,2024-03-16,2024-11-09,79.33333333333333,True
INV001507,6,2024-02-01,2025-04-07,71.83333333333333,True
INV001508,3,2024-01-03,2025-02-17,137.0,True
INV001509,1,2025-04-05,2025-04-05,0.0,False
INV001510,7,2024-03-05,2025-04-10,57.285714285714285,True
INV001511,1,2024-12-28,2024-12-28,0.0,False
INV001512,5,2024-01-28,2025-03-21,83.6,True
INV001513,3,2024-02-17,2024-07-24,52.666666666666664,True
INV001514,7,2024-02-27,2025-01-03,44.42857142857143,True
INV001515,4,2024-01-21,2025-02-13,97.25,True
INV001516,6,2024-07-31,2025-05-11,47.333333333333336,True
INV001518,5,2024-06-28,2025-02-21,47.6,True
INV001519,3,2024-03-05,2024-08-06,51.333333333333336,True
INV001520,1,2025-02-23,2025-02-23,0.0,False
INV001521,5,2024-03-04,2025-02-19,70.4,True
INV001522,2,2024-09-07,2025-03-31,102.5,True
INV001524,5,2024-05-11,2025-05-27,76.2,True
INV001525,5,2024-05-13,2024-11-26,39.4,True
INV001526,6,2024-02-17,2024-10-26,42.0,True
INV001527,1,2024-03-01,2024-03-01,0.0,False
INV001528,5,2024-01-13,2025-05-07,96.0,True
INV001529,1,2024-04-01,2024-04-01,0.0,False
INV001530,7,2024-01-14,2025-02-05,55.42857142857143,True
INV001531,3,2024-04-11,2024-12-08,80.33333333333333,True
INV001532,7,2024-03-07,2025-02-11,48.714285714285715,True
INV001534,5,2024-01-19,2025-04-11,89.6,True
INV001535,3,2024-02-01,2025-04-28,150.66666666666666,True
INV001536,7,2024-01-04,2025-02-21,59.142857142857146,True
INV001537,3,2024-11-27,2025-05-16,56.666666666666664,True
INV001538,4,2024-01-12,2025-02-08,98.25,True
INV001539,2,2024-01-12,2024-11-13,153.0,True
INV001540,4,2024-01-01,2025-02-19,103.75,True
INV001542,5,2024-07-04,2025-03-13,50.4,True
INV001543,2,2024-04-27,2025-01-04,126.0,True
INV001544,5,2024-02-29,2025-04-30,85.2,True
INV001545,6,2024-01-29,2025-05-07,77.33333333333333,True
INV001547,7,2024-02-28,2025-05-06,61.857142857142854,True
INV001548,6,2024-03-20,2025-04-27,67.16666666666667,True
INV001549,5,2024-02-29,2024-09-16,40.0,True
INV001550,7,2024-02-01,2025-05-20,67.71428571428571,True
INV001551,6,2024-07-01,2025-05-06,51.5,True
INV001552,1,2024-12-29,2024-12-29,0.0,False
INV001553,4,2024-05-05,2025-03-01,75.0,True
